timestamp,asks,bids,combined_orders
1704823200000,737547393,794210162,1531757556
1704844800000,787574327,829135981,1616710308
1704866400000,792963085,835592288,1628555373
1704888000000,785763325,796509937,1582273263
1704909600000,783207361,799540548,1582747909
1704931200000,845104391,789317591,1634421983
1704952800000,806144476,818478668,1624623145
1704974400000,781825205,814058256,1595883462
1704996000000,769960270,845118315,1615078585
1705017600000,747917080,836464625,1584381705
1705039200000,792157422,851818451,1643975874
1705060800000,768891962,791808128,1560700091
1705082400000,721345799,811566290,1532912089
1705104000000,718475134,840853230,1559328364
1705125600000,734315009,833114872,1567429882
1705147200000,745540493,856224592,1601765086
1705168800000,745166714,817659559,1562826273
1705190400000,734459635,833681743,1568141379
1705212000000,729552346,863037433,1592589780
1705233600000,749711612,857134310,1606845922
1705255200000,729044872,859339459,1588384332
1705276800000,735484951,889504984,1624989936
1705298400000,737240230,877793475,1615033705
1705320000000,761614838,849110149,1610724988
1705341600000,758328287,845788878,1604117166
1705363200000,747833841,859178564,1607012406
1705384800000,767540393,839182427,1606722820
1705406400000,760879325,834671039,1595550364
1705428000000,792733378,853584861,1646318239
1705449600000,784986137,838080195,1623066333
1705471200000,791511887,859067396,1650579284
1705492800000,766847775,849081600,1615929375
1705514400000,756218754,886646473,1642865227
1705536000000,780767877,894685281,1675453159
1705557600000,782229015,900076314,1682305329
1705579200000,743659247,872241325,1615900572
1705600800000,743509411,866983685,1610493097
1705622400000,745361538,832510654,1577872193
1705644000000,766940946,856742308,1623683254
1705665600000,729151359,839367321,1568518681
1705687200000,731023215,832558323,1563581539
1705708800000,721565148,840441959,1562007108
1705730400000,713239953,835942152,1549182106
1705752000000,719120068,812775895,1531895964
1705773600000,699171170,798757491,1497928661
1705795200000,708604257,843974797,1552579055
1705816800000,728392660,878494958,1606887619
1705838400000,721410132,858864036,1580274169
1705860000000,723410740,854696424,1578107164
1705881600000,735538012,868186226,1603724238
1705903200000,747289373,867932270,1615221643
1705924800000,757741193,862391924,1620133118
1705946400000,775460557,846712849,1622173407
1705968000000,770623136,862739657,1633362793
1705989600000,793546066,847673604,1641219671
1706011200000,822630240,835251666,1657881906
1706032800000,834003210,846619778,1680622989
1706054400000,856739653,851356758,1708096411
1706076000000,786252709,857518313,1643771022
1706097600000,771502971,819126485,1590629456
1706119200000,780906544,845719380,1626625924
1706140800000,801367598,838739204,1640106802
1706162400000,785392730,859049723,1644442453
1706184000000,785921474,823906722,1609828197
1706205600000,750815072,833187891,1584002963
1706227200000,760375164,819892931,1580268095
1706248800000,764853887,828812976,1593666864
1706270400000,774078510,830378313,1604456824
1706292000000,778094840,825571832,1603666672
1706313600000,767627422,808655457,1576282879
1706335200000,765548134,795877556,1561425690
1706356800000,753996313,831670442,1585666755
1706378400000,748403678,824337784,1572741463
1706400000000,783663411,816971926,1600635338
1706421600000,791277232,810257276,1601534508
1706443200000,781744474,821533684,1603278159
1706464800000,789241126,812285801,1601526927
1706486400000,762102267,855855311,1617957579
1706508000000,769645041,853197934,1622842975
1706529600000,739110849,822491706,1561602556
1706551200000,759555230,813318135,1572873365
1706572800000,805825276,838716285,1644541561
1706594400000,812168300,840762485,1652930786
1706616000000,785271922,788497577,1573769499
1706637600000,764005961,779077436,1543083398
1706659200000,794157979,765286957,1559444936
1706680800000,800781756,776678876,1577460632
1706702400000,746008612,764039185,1510047798
1706724000000,728807873,734865994,1463673867
1706745600000,735678777,746976008,1482654785
1706767200000,728393475,735443135,1463836611
1706788800000,712319680,742857716,1455177396
1706810400000,697663033,755391804,1453054837
1706832000000,713459736,782298447,1495758183
1706853600000,744761953,786969824,1531731778
1706875200000,723577979,757485949,1481063929
1706896800000,724407831,760887537,1485295368
1706918400000,714160557,740041003,1454201561
1706940000000,715966716,738145991,1454112708
1706961600000,735776455,757958062,1493734517
1706983200000,719012852,753532035,1472544887
1707004800000,712335955,736282473,1448618429
1707026400000,734469297,761301671,1495770968
1707048000000,735785685,755898257,1491683943
1707069600000,726602510,765234993,1491837503
1707091200000,741437327,777449135,1518886462
1707112800000,737606214,761535748,1499141963
1707134400000,725525894,755256116,1480782011
1707156000000,758862820,751004235,1509867055
1707177600000,708845177,763120279,1471965457
1707199200000,746920976,762202406,1509123382
1707220800000,768668185,781934567,1550602753
1707242400000,757157538,764570013,1521727551
1707264000000,766679552,758970637,1525650189
1707285600000,758962234,733331742,1492293977
1707307200000,747700712,757160133,1504860846
1707328800000,770285214,787730423,1558015638
1707350400000,796404974,820204003,1616608977
1707372000000,749703955,790260656,1539964611
1707393600000,774052322,798801089,1572853411
1707415200000,774156110,777655412,1551811523
1707436800000,781625482,779677068,1561302550
1707458400000,790815956,815073827,1605889784
1707480000000,810206551,809688036,1619894587
1707501600000,810509395,819471119,1629980515
1707523200000,807094497,831833425,1638927922
1707544800000,796365859,827302781,1623668640
1707566400000,840162843,822206235,1662369078
1707588000000,835042152,826190711,1661232864
1707609600000,801567903,822174136,1623742039
1707631200000,800016724,809387883,1609404608
1707652800000,791645445,828224314,1619869759
1707674400000,813692661,817499234,1631191896
1707696000000,810080634,826646811,1636727445
1707717600000,806351419,806203330,1612554749
1707739200000,788038422,833356328,1621394750
1707760800000,849297431,843236572,1692534004
1707782400000,869565889,877255404,1746821293
1707804000000,917846560,884021931,1801868492
1707825600000,841472694,798627639,1640100334
1707847200000,838184696,810408947,1648593643
1707868800000,867845985,821869424,1689715410
1707890400000,847698091,835022416,1682720507
1707912000000,848808492,813003511,1661812004
1707933600000,846324947,833539365,1679864312
1707955200000,838308179,828852349,1667160528
1707976800000,847233053,859535282,1706768336
1707998400000,849494707,828129153,1677623861
1708020000000,875185316,814553930,1689739247
1708041600000,884610008,868654163,1753264171
1708063200000,870944419,824825885,1695770305
1708084800000,836639501,830049596,1666689097
1708106400000,815662592,828836185,1644498777
1708128000000,854638009,844491233,1699129242
1708149600000,845637245,858169349,1703806595
1708171200000,818697472,841029083,1659726556
1708192800000,856859708,831393923,1688253632
1708214400000,836699566,839744968,1676444534
1708236000000,862850580,858022375,1720872956
1708257600000,859093291,841473382,1700566674
1708279200000,869488473,808605741,1678094214
1708300800000,884798048,831381056,1716179104
1708322400000,888571275,830826826,1719398102
1708344000000,916565245,847926631,1764491877
1708365600000,919694127,823191214,1742885341
1708387200000,918673093,836212497,1754885591
1708408800000,866248532,831226625,1697475158
1708430400000,848461706,811315293,1659777000
1708452000000,902828398,818113363,1720941762
1708473600000,886594042,827608825,1714202867
1708495200000,849374996,819887173,1669262170
1708516800000,832315617,815055175,1647370792
1708538400000,865818467,824845142,1690663609
1708560000000,861670149,818183134,1679853283
1708581600000,864446854,826306000,1690752854
1708603200000,864370864,837893598,1702264462
1708624800000,879022583,854746839,1733769423
1708646400000,848737907,848172512,1696910420
1708668000000,824601090,815236680,1639837771
1708689600000,814897489,804214486,1619111975
1708711200000,843256290,805684230,1648940521
1708732800000,841615492,807052758,1648668250
1708754400000,828973165,781821130,1610794296
1708776000000,854726814,812966531,1667693346
1708797600000,867494465,822706818,1690201283
1708819200000,863467262,793374979,1656842241
1708840800000,882127493,817801751,1699929245
1708862400000,852691523,815345038,1668036562
1708884000000,847165485,802758626,1649924112
1708905600000,872291455,807265321,1679556777
1708927200000,886215755,832292705,1718508460
1708948800000,878526166,807428957,1685955123
1708970400000,899072442,818052824,1717125267
1708992000000,914301324,839760075,1754061400
1709013600000,910469716,844968892,1755438608
1709035200000,901213998,812197543,1713411541
1709056800000,900436675,846845012,1747281688
1709078400000,913043386,840051803,1753095189
1709100000000,942565827,838166869,1780732696
1709121600000,911319018,887936890,1799255909
1709143200000,846692644,866466468,1713159113
1709164800000,927508977,861663456,1789172433
1709186400000,951578699,888938104,1840516803
1709208000000,946989747,885667063,1832656811
1709229600000,895874865,899557115,1795431981
1709251200000,905210951,876774834,1781985786
1709272800000,923025531,904532640,1827558172
1709294400000,917945611,897644544,1815590156
1709316000000,904968920,897711217,1802680138
1709337600000,937291845,889566455,1826858300
1709359200000,927568074,947743132,1875311206
1709380800000,983630253,995964996,1979595250
1709402400000,985125240,976428747,1961553987
1709424000000,972589067,939897051,1912486119
1709445600000,927102490,908176456,1835278947
1709467200000,955766916,891819735,1847586651
1709488800000,929764382,932079096,1861843478
1709510400000,946385805,933063425,1879449231
1709532000000,948554558,1003593867,1952148426
1709553600000,924025030,1040867555,1964892585
1709575200000,919398484,995254271,1914652756
1709596800000,920267715,993645759,1913913475
1709618400000,948663283,917703144,1866366427
1709640000000,945466547,938343715,1883810263
1709661600000,894668804,889879340,1784548145
1709683200000,879153456,860674077,1739827533
1709704800000,977773612,915963044,1893736657
1709726400000,938123760,883991402,1822115162
1709748000000,991866344,905008290,1896874634
1709769600000,993729206,880177057,1873906263
1709791200000,970985302,890766278,1861751580
1709812800000,974258669,911212640,1885471309
1709834400000,1019956998,920148455,1940105454
1709856000000,1067483356,927825697,1995309053
1709877600000,1111976528,930841603,2042818131
1709899200000,1061039271,983447170,2044486442
1709920800000,1024702361,1024306992,2049009353
1709942400000,1018020433,1004497059,2022517493
1709964000000,1082975375,989661886,2072637262
1709985600000,1058491039,1017431350,2075922390
1710007200000,1064023911,1036781687,2100805599
1710028800000,1071387993,998332169,2069720162
1710050400000,1084261553,1029448974,2113710528
1710072000000,1078790192,1098678646,2177468838
1710093600000,1019415671,1123513186,2142928857
1710115200000,1015116442,1085554081,2100670523
1710136800000,1030472778,1080433180,2110905958
1710158400000,1061422863,1123619626,2185042490
1710180000000,1075293050,1099652472,2174945522
1710201600000,1084182629,1111646979,2195829609
1710223200000,1065644775,1103390213,2169034988
1710244800000,1034810924,1118099570,2152910495
1710266400000,1025808942,1096307985,2122116928
1710288000000,1121666291,1103909406,2225575698
1710309600000,1126743478,1100354961,2227098439
1710331200000,1057792954,1079020491,2136813446
1710352800000,1085001756,1057200246,2142202002
1710374400000,1064594475,1077743901,2142338376
1710396000000,1039507007,1106483720,2145990727
1710417600000,944248935,1043130895,1987379831
1710439200000,924740489,1035830015,1960570505
1710460800000,921314730,982592064,1903906795
1710482400000,843356874,869812498,1713169372
1710504000000,793305310,820067261,1613372571
1710525600000,781228764,803562848,1584791613
1710547200000,797922473,767227409,1565149883
1710568800000,810057979,814425840,1624483819
1710590400000,793174324,793803218,1586977542
1710612000000,713037735,785139072,1498176808
1710633600000,745935829,771183231,1517119060
1710655200000,736118632,778770957,1514889590
1710676800000,739849557,787323586,1527173143
1710698400000,758076017,804530386,1562606404
1710720000000,740538878,830220658,1570759536
1710741600000,732581649,824624833,1557206482
1710763200000,753403231,859730406,1613133637
1710784800000,952614602,1088922775,2041537377
1710806400000,978449298,1076266817,2054716116
1710828000000,868351769,1004486168,1872837938
1710849600000,900291731,1045100715,1945392447
1710871200000,983072856,1163668280,2146741136
1710892800000,976793749,1123087718,2099881467
1710914400000,981184826,1057414354,2038599180
1710936000000,1175838608,1101034767,2276873375
1710957600000,976797971,995980556,1972778528
1710979200000,1147658674,1052318633,2199977308
1711000800000,1016869476,1106690034,2123559511
1711022400000,1065477817,1036973154,2102450971
1711044000000,1017204014,1050113752,2067317767
1711065600000,1094501384,1035034571,2129535955
1711087200000,1094087679,1076948714,2171036393
1711108800000,1100300904,1012123434,2112424339
1711130400000,968827325,1007470576,1976297902
1711152000000,1067447141,1034448987,2101896129
1711173600000,1022611447,1005809387,2028420834
1711195200000,1153138493,990218221,2143356714
1711216800000,1171920395,969208827,2141129222
1711238400000,1087974591,971097861,2059072453
1711260000000,1152253220,996691569,2148944790
1711281600000,1219432719,970758996,2190191716
1711303200000,1355935733,1003951360,2359887094
